Date Time,Sensor_Data,Feature_1,Feature_2,Actual_Data
1/25/16  08:00,30.9,16,54,30.9
1/25/16  09:00,32,17.1,54,32
1/25/16  10:00,35.1,18,50,35.1
1/25/16  11:00,35.1,19,52,35.1
1/25/16  12:00,35.1,19.9,54,35.1
1/25/16  13:00,37,19.9,50,37
1/25/16  14:00,37.9,19.9,48,37.9
1/25/16  15:00,37,17.1,44,37
1/25/16  16:00,36,19.9,52,36
1/25/16  17:00,35.1,21.9,59,35.1
1/25/16  18:00,36,24.1,62,36
1/26/16  19:00,36,21.9,57,36
1/26/16  20:00,36,19.9,52,36
1/26/16  21:00,36,18,48,36
1/26/16  22:00,37.9,21.9,53,37.9
1/26/16  23:00,39,27,62,39
1/26/16  00:00,39.9,27,60,39.9
1/26/16  01:00,39,27,62,39
1/26/16  02:00,39,26.1,60,39
1/26/16  03:00,39,25,57,39
1/26/16  04:00,39,25,57,39
1/26/16  05:00,39.9,25,55,39.9
1/26/16  06:00,39,26.1,60,39
1/26/16  07:00,41,27,57,41
1/26/16  08:00,41,28.9,62,41
1/26/16  09:00,42.1,30,62,42.1
1/26/16  10:00,43,30,60,43
1/26/16  11:00,42.1,30,62,42.1
1/26/16  12:00,44.1,30,58,44.1
1/26/16  13:00,45,30,56,45
1/26/16  14:00,46.9,30,52,46.9
1/26/16  15:00,48,30,50,48
1/26/16  16:00,46.9,30,52,46.9
1/26/16  17:00,46.9,30,52,46.9
1/26/16  18:00,46,30,54,46
1/27/16  19:00,46.9,30,52,46.9
1/27/16  20:00,46.9,30,52,46.9
1/27/16  21:00,46.9,30,52,46.9
1/27/16  22:00,46.9,30,52,46.9
1/27/16  23:00,46.9,30,52,46.9
1/27/16  00:00,46,30,54,46
1/27/16  01:00,46,30,54,46
1/27/16  02:00,45,30.9,58,45
1/27/16  03:00,45,32,60,45
1/27/16  04:00,44.1,30,58,44.1
1/27/16  05:00,43,28.9,58,43
1/27/16  06:00,43,27,53,43
1/27/16  07:00,42.1,26.1,53,42.1
1/27/16  08:00,41,25,53,41
1/27/16  09:00,39.9,21.9,49,39.9
1/27/16  10:00,41,19,41,41
1/27/16  11:00,43,19.9,40,43
1/27/16  12:00,44.1,17.1,34,44.1
1/27/16  13:00,44.1,17.1,34,44.1
1/27/16  14:00,44.1,17.1,34,44.1
1/27/16  15:00,44.1,16,32,44.1
1/27/16  16:00,42.1,18,38,42.1
1/27/16  17:00,41,19,41,41
1/27/16  18:00,41,18,40,41
1/28/16  19:00,39,19.9,46,39
1/28/16  20:00,37,19.9,50,37
1/28/16  21:00,37,19.9,50,37
1/28/16  22:00,35.1,19,52,35.1
1/28/16  23:00,35.1,18,50,35.1
1/28/16  00:00,34,19,54,34
1/28/16  01:00,34,16,48,34
1/28/16  02:00,33.1,18,54,33.1
1/28/16  03:00,33.1,17.1,52,33.1
1/28/16  04:00,33.1,16,50,33.1
1/28/16  05:00,34,16,48,34
1/28/16  06:00,34,19,54,34
1/28/16  07:00,33.1,23,66,33.1
1/28/16  08:00,36,23,59,36
1/28/16  09:00,36,23,59,36
1/28/16  10:00,39,23,53,39
1/28/16  11:00,39.9,21,47,39.9
1/28/16  12:00,41,18,40,41
1/28/16  13:00,41,18,40,41
1/28/16  14:00,42.1,19.9,41,42.1
1/28/16  15:00,41,19,41,41
1/28/16  16:00,39.9,19,43,39.9
1/28/16  17:00,39.9,19,43,39.9
1/28/16  18:00,41,19.9,43,41
1/29/16  19:00,39.9,19.9,45,39.9
1/29/16  20:00,39.9,21,47,39.9
1/29/16  21:00,39,21,49,39
1/29/16  22:00,39,21.9,50,39
1/29/16  23:00,39.9,21.9,49,39.9
1/29/16  00:00,39,21,49,39
1/29/16  01:00,37.9,21.9,53,37.9
1/29/16  02:00,37.9,21.9,53,37.9
1/29/16  03:00,37,21.9,54,37
1/29/16  04:00,37,21.9,54,37
1/29/16  05:00,37,21,52,37
1/29/16  06:00,35.1,21,57,35.1
1/29/16  07:00,35.1,21.9,59,35.1
1/29/16  08:00,37,21.9,54,37
1/29/16  09:00,37.9,21.9,53,37.9
1/29/16  10:00,37.9,23,55,37.9
1/29/16  11:00,39.9,24.1,53,39.9
1/29/16  12:00,39.9,26.1,58,39.9
1/29/16  13:00,39.9,24.1,53,39.9
1/29/16  14:00,39.9,24.1,53,39.9
1/29/16  15:00,39.9,24.1,53,39.9
1/29/16  16:00,39,19,45,39
1/29/16  17:00,37.9,16,41,37.9
1/29/16  18:00,36,18,48,36
1/30/16  19:00,35.1,18,50,35.1
1/30/16  20:00,34,18,52,34
1/30/16  21:00,33.1,16,50,33.1
1/30/16  22:00,32,15.1,50,32
1/30/16  23:00,30.9,15.1,52,30.9
1/30/16  00:00,28.9,14,54,28.9
1/30/16  01:00,28,14,56,28
1/30/16  02:00,28,14,56,28
1/30/16  03:00,28,14,56,28
1/30/16  04:00,28,15.1,58,28
1/30/16  05:00,28,15.1,58,28
1/30/16  06:00,28,16,61,28
1/30/16  07:00,28.9,16,58,28.9
1/30/16  08:00,30,16,56,30
1/30/16  09:00,30.9,16,54,30.9
1/30/16  10:00,33.1,16,50,33.1
1/30/16  11:00,35.1,17.1,48,35.1
1/30/16  12:00,36,17.1,46,36
1/30/16  13:00,37,17.1,44,37
1/30/16  14:00,39,17.1,41,39
1/30/16  15:00,39,17.1,41,39
1/30/16  16:00,37.9,16,41,37.9
1/30/16  17:00,39,14,36,39
1/30/16  18:00,39,15.1,38,39
1/31/16  19:00,39,16,39,39
1/31/16  20:00,39,17.1,41,39
1/31/16  21:00,37.9,18,45,37.9
1/31/16  22:00,37.9,19.9,48,37.9
1/31/16  23:00,37,21.9,54,37
1/31/16  00:00,37,23,57,37
1/31/16  01:00,37,23,57,37
1/31/16  02:00,37,24.1,59,37
1/31/16  03:00,37,24.1,59,37
1/31/16  04:00,37.9,24.1,57,37.9
1/31/16  05:00,37.9,24.1,57,37.9
1/31/16  06:00,39,24.1,55,39
1/31/16  07:00,37.9,25,60,37.9
1/31/16  08:00,39.9,24.1,53,39.9
1/31/16  09:00,41,25,53,41
1/31/16  10:00,45,25,46,45
1/31/16  11:00,48,25,41,48
1/31/16  12:00,52,25,35,52
1/31/16  13:00,53.1,25,34,53.1
1/31/16  14:00,55,26.1,33,55
1/31/16  15:00,55,27,34,55
1/31/16  16:00,48.9,30.9,50,48.9
1/31/16  17:00,46.9,34,61,46.9
1/31/16  18:00,46,37,71,46
2/01/16  19:00,48,37,66,48
2/01/16  20:00,52,34,50,52
2/01/16  21:00,54,35.1,49,54
2/01/16  22:00,51.1,35.1,54,51.1
2/01/16  23:00,51.1,36,56,51.1
2/01/16  00:00,50,36,59,50
2/01/16  01:00,50,35.1,57,50
2/01/16  02:00,50,36,59,50
2/01/16  03:00,50,35.1,57,50
2/01/16  04:00,50,36,59,50
2/01/16  05:00,50,36,59,50
2/01/16  06:00,48.9,36,61,48.9
2/01/16  07:00,50,36,59,50
2/01/16  08:00,51.1,36,56,51.1
2/01/16  09:00,52,37,57,52
2/01/16  10:00,55,37,51,55
2/01/16  11:00,57,37.9,49,57
2/01/16  12:00,59,39,48,59
2/01/16  13:00,57.9,39,49,57.9
2/01/16  14:00,55.9,37,49,55.9
2/01/16  15:00,53.1,34,48,53.1
2/01/16  16:00,52,32,47,52
2/01/16  17:00,52,30,43,52
2/01/16  18:00,51.1,28,41,51.1
2/02/16  19:00,50,28,43,50
2/02/16  20:00,48,24.1,39,48
2/02/16  21:00,46.9,24.1,41,46.9
2/02/16  22:00,46,27,47,46
2/02/16  23:00,44.1,25,47,44.1
2/02/16  00:00,43,24.1,47,43
2/02/16  01:00,42.1,21.9,45,42.1
2/02/16  02:00,41,23,49,41
2/02/16  03:00,39.9,23,51,39.9
2/02/16  04:00,39,23,53,39
2/02/16  05:00,39,23,53,39
2/02/16  06:00,39,23,53,39
2/02/16  07:00,39,24.1,55,39
2/02/16  08:00,39.9,25,55,39.9
2/02/16  09:00,43,26.1,51,43
2/02/16  10:00,46,23,40,46
2/02/16  11:00,48,24.1,39,48
2/02/16  12:00,48,23,37,48
2/02/16  13:00,48.9,24.1,38,48.9
2/02/16  14:00,48.9,23,36,48.9
2/02/16  15:00,48.9,23,36,48.9
2/02/16  16:00,48,21.9,36,48
2/02/16  17:00,46,24.1,42,46
2/02/16  18:00,45,28,52,45
2/03/16  19:00,45,27,49,45
2/03/16  20:00,44.1,28,53,44.1
2/03/16  22:02,43,28,56,43
2/03/16  22:00,43,28,56,43
2/03/16  23:00,43,28,56,43
2/03/16  00:00,42.1,28.9,60,42.1
2/03/16  01:00,44.1,30.9,60,44.1
2/03/16  02:00,43,33.1,68,43
2/03/16  03:00,44.1,35.1,71,44.1
2/03/16  04:00,45,36,71,45
2/03/16  05:00,46,37,71,46
2/03/16  06:00,48,39,71,48
2/03/16  07:21,48,39,71,48
2/03/16  07:00,48,41,77,48
2/03/16  08:00,50,43,77,50
2/03/16  09:33,50,44.1,80,50
2/03/16  09:00,50,44.1,80,50
2/03/16  10:01,51.1,45,80,51.1
2/03/16  10:00,53.1,46,77,53.1
2/03/16  11:06,54,46.9,77,54
2/03/16  11:00,54,46.9,77,54
2/03/16  12:18,53.1,48,83,53.1
2/03/16  12:00,53.1,48.9,86,53.1
2/03/16  13:28,54,50,86,54
2/03/16  13:38,54,51.1,90,54
2/03/16  13:00,55,51.1,86,55
2/03/16  14:28,55.9,52,87,55.9
2/03/16  14:35,55.9,52,87,55.9
2/03/16  14:00,57,53.1,87,57
2/03/16  15:08,57,53.1,87,57
2/03/16  15:31,57,54,89,57
2/03/16  15:00,57,54,89,57
2/03/16  16:43,55.9,53.1,90,55.9
2/03/16  16:00,55.9,53.1,90,55.9
2/03/16  16:58,55.9,53.1,90,55.9
2/03/16  17:08,55.9,53.1,90,55.9
2/03/16  17:27,55.9,54,93,55.9
2/03/16  17:35,55.9,54,93,55.9
2/03/16  17:00,55.9,54,93,55.9
2/03/16  18:00,55,53.1,93,55
2/04/16  19:18,55,53.1,93,55
2/04/16  19:00,55.9,53.1,90,55.9
2/04/16  20:00,57.9,54,87,57.9
2/04/16  21:00,57,52,83,57
2/04/16  22:00,57.9,53.1,84,57.9
2/04/16  23:00,57.9,53.1,84,57.9
2/04/16  00:27,57.9,53.1,84,57.9
2/04/16  00:00,57.9,53.1,84,57.9
2/04/16  01:00,57.9,53.1,84,57.9
2/04/16  02:43,57.9,53.1,84,57.9
2/04/16  02:00,57.9,53.1,84,57.9
2/04/16  03:00,57.9,54,87,57.9
2/04/16  04:31,57.9,54,87,57.9
2/04/16  04:00,57.9,55,90,57.9
2/04/16  05:00,57,55,93,57
2/04/16  06:27,55.9,54,93,55.9
2/04/16  06:42,55.9,54,93,55.9
2/04/16  06:00,55.9,54,93,55.9
2/04/16  07:22,55.9,53.1,90,55.9
2/04/16  07:47,55.4,53.6,94,55.4
2/04/16  07:00,54,50,86,54
2/04/16  08:00,52,43,71,52
2/04/16  08:42,51.1,41,68,51.1
2/04/16  08:00,51.1,41,68,51.1
2/04/16  09:00,52,36,54,52
2/04/16  10:00,52,34,50,52
2/04/16  11:00,53.1,34,48,53.1
2/04/16  12:00,52,33.1,49,52
2/04/16  13:00,51.1,30.9,46,51.1
2/04/16  14:00,51.1,32,48,51.1
2/04/16  15:00,51.1,30.9,46,51.1
2/04/16  16:00,50,28.9,44,50
2/04/16  17:00,50,28,43,50
2/04/16  18:00,48.9,28,44,48.9
2/05/16  19:00,48.9,28,44,48.9
2/05/16  20:00,46.9,30,52,46.9
2/05/16  21:00,46,28.9,51,46
2/05/16  22:00,44.1,28,53,44.1
2/05/16  23:00,44.1,26.1,49,44.1
2/05/16  00:00,41,28,60,41
2/05/16  01:00,39.9,28,63,39.9
2/05/16  02:00,37,30,76,37
2/05/16  03:40,35.1,30,82,35.1
2/05/16  03:49,33.8,30.2,87,33.8
2/05/16  03:00,34,30,85,34
2/05/16  03:55,34,30.9,89,34
2/05/16  04:17,34,30.9,89,34
2/05/16  04:00,33.1,30.9,92,33.1
2/05/16  05:35,33.1,30,89,33.1
2/05/16  05:00,33.1,30,89,33.1
2/05/16  06:00,32,28.9,88,32
2/05/16  07:00,32,28.9,88,32
2/05/16  08:00,32,28.9,88,32
2/05/16  08:16,30.9,28.9,92,30.9
2/05/16  08:26,30.9,28.9,92,30.9
2/05/16  08:00,30.9,28.9,92,30.9
2/05/16  09:01,30.9,28.9,92,30.9
2/05/16  09:15,30.9,28,89,30.9
2/05/16  09:17,30.9,28,89,30.9
2/05/16  09:28,30.9,28,89,30.9
2/05/16  09:42,32,28,85,32
2/05/16  09:00,30.9,28,89,30.9
2/05/16  10:17,32,28,85,32
2/05/16  10:48,32,28.4,87,32
2/05/16  10:00,30.9,28,89,30.9
2/05/16  11:25,32,28,85,32
2/05/16  11:37,32,28,85,32
2/05/16  11:00,32,27,82,32
2/05/16  12:05,32,28,85,32
2/05/16  12:33,33.1,28.9,85,33.1
2/05/16  12:42,33.1,28.9,85,33.1
2/05/16  12:00,33.1,28.9,85,33.1
2/05/16  13:00,37,26.1,65,37
2/05/16  14:00,39,21.9,50,39
2/05/16  15:00,39,17.1,41,39
2/05/16  16:00,37.9,16,41,37.9
2/05/16  17:00,37,15.1,41,37
2/05/16  18:00,36,16,44,36
2/06/16  19:00,35.1,14,42,35.1
2/06/16  20:00,34,12.9,42,34
2/06/16  21:00,33.1,14,46,33.1
2/06/16  22:00,33.1,14,46,33.1
2/06/16  23:00,32,15.1,50,32
2/06/16  00:00,32,15.1,50,32
2/06/16  01:00,30.9,16,54,30.9
2/06/16  02:00,30.9,16,54,30.9
2/06/16  03:00,30.9,16,54,30.9
2/06/16  04:00,30.9,16,54,30.9
2/06/16  05:00,30.9,16,54,30.9
2/06/16  06:00,30.9,17.1,57,30.9
2/06/16  07:00,30.9,17.1,57,30.9
2/06/16  08:00,33.1,16,50,33.1
2/06/16  09:00,34,18,52,34
2/06/16  10:00,37,19.9,50,37
2/06/16  11:00,37.9,19.9,48,37.9
2/06/16  12:00,39,19,45,39
2/06/16  13:00,37.9,18,45,37.9
2/06/16  14:00,39,18,43,39
2/06/16  15:00,39.9,19,43,39.9
2/06/16  16:00,37.9,19,47,37.9
2/06/16  17:00,39,17.1,41,39
2/06/16  18:00,39,18,43,39
2/07/16  19:00,39,19,45,39
2/07/16  20:00,37.9,19.9,48,37.9
2/07/16  21:00,37.9,19.9,48,37.9
2/07/16  22:00,37,21,52,37
2/07/16  23:00,37,21,52,37
2/07/16  00:00,36,21,55,36
2/07/16  01:00,36,21.9,57,36
2/07/16  02:00,36,21,55,36
2/07/16  03:00,35.1,21,57,35.1
2/07/16  04:00,35.1,21,57,35.1
2/07/16  05:00,34,19.9,56,34
2/07/16  06:00,35.1,19.9,54,35.1
2/07/16  07:00,35.1,21,57,35.1
2/07/16  08:00,37,19.9,50,37
2/07/16  09:00,39,19.9,46,39
2/07/16  10:00,41,19.9,43,41
2/07/16  11:00,42.1,19.9,41,42.1
2/07/16  12:00,45,19,36,45
2/07/16  13:00,46.9,21,36,46.9
2/07/16  14:00,46,21,37,46
2/07/16  15:00,45,19.9,37,45
2/07/16  16:00,43,21,42,43
2/07/16  17:00,42.1,23,47,42.1
2/07/16  18:00,41,27,57,41
2/08/16  19:00,39.9,25,55,39.9
2/08/16  20:00,39,27,62,39
2/08/16  21:00,39,27,62,39
2/08/16  22:00,39.9,27,60,39.9
2/08/16  23:00,39,25,57,39
2/08/16  00:00,39,21,49,39
2/08/16  01:00,37.9,19.9,48,37.9
2/08/16  02:00,37.9,24.1,57,37.9
2/08/16  03:00,37.9,26.1,62,37.9
2/08/16  04:24,37.9,26.1,62,37.9
2/08/16  04:00,37.9,26.1,62,37.9
2/08/16  05:00,37.9,26.1,62,37.9
2/08/16  06:03,37.9,25,60,37.9
2/08/16  06:33,37.9,26.1,62,37.9
2/08/16  06:00,37.9,26.1,62,37.9
2/08/16  07:00,37.9,25,60,37.9
2/08/16  08:31,37,24.1,59,37
2/08/16  08:00,37,23,57,37
2/08/16  09:46,35.6,24.8,65,35.6
2/08/16  09:49,33.8,26.6,75,33.8
2/08/16  09:00,34,27,75,34
2/08/16  10:00,32,27,82,32
2/08/16  10:18,32,26.1,79,32
2/08/16  10:36,32,26.1,79,32
2/08/16  10:46,32,26.6,80,32
2/08/16  10:00,32,26.1,79,32
2/08/16  11:42,32,27,82,32
2/08/16  11:00,32,27,82,32
2/08/16  12:06,30.9,25,79,30.9
2/08/16  12:17,30.9,24.1,76,30.9
2/08/16  12:21,30.9,24.1,76,30.9
2/08/16  12:28,32,25,75,32
2/08/16  12:00,32,24.1,73,32
2/08/16  13:00,33.1,23,66,33.1
2/08/16  14:00,33.1,21.9,64,33.1
2/08/16  15:00,32,21.9,66,32
2/08/16  16:00,32,21,64,32
2/08/16  17:33,32,21,64,32
2/08/16  17:00,32,21,64,32
2/08/16  18:00,30.9,21.9,69,30.9
2/09/16  19:00,30,21.9,72,30
2/09/16  20:00,28.9,21,72,28.9
2/09/16  21:00,28,21.9,78,28
2/09/16  22:46,28.4,21.2,74,28.4
2/09/16  22:00,28.9,21.9,75,28.9
2/09/16  23:12,28,23,81,28
2/09/16  23:24,28,21.9,78,28
2/09/16  23:34,28,21.9,78,28
2/09/16  23:00,28,21.9,78,28
2/09/16  00:00,28,21,75,28
2/09/16  01:00,28,21,75,28
2/09/16  02:00,28,21.9,78,28
2/09/16  03:00,28,21,75,28
2/09/16  04:00,27,21,78,27
2/09/16  05:00,27,21,78,27
2/09/16  06:00,28,21,75,28
2/09/16  07:00,28,21.9,78,28
2/09/16  08:00,28,21.9,78,28
2/09/16  09:00,28.9,21.9,75,28.9
2/09/16  10:07,28.9,21,72,28.9
2/09/16  10:00,30.9,21,67,30.9
2/09/16  11:15,30.9,21.9,69,30.9
2/09/16  11:49,33.8,23,65,33.8
2/09/16  11:00,33.1,23,66,33.1
2/09/16  12:00,34,21.9,61,34
2/09/16  13:00,34,21.9,61,34
2/09/16  14:00,35.1,21.9,59,35.1
2/09/16  15:20,36,21.9,57,36
2/09/16  15:00,36,21.9,57,36
2/09/16  16:00,35.1,21.9,59,35.1
2/09/16  17:00,33.1,23,66,33.1
2/09/16  18:00,34,24.1,67,34
2/10/16  19:00,34,24.1,67,34
2/10/16  20:09,35.1,24.1,64,35.1
2/10/16  20:00,34,25,70,34
2/10/16  21:00,34,25,70,34
2/10/16  22:00,34,26.1,73,34
2/10/16  23:00,34,26.1,73,34
2/10/16  00:00,33.1,26.1,75,33.1
2/10/16  01:24,33.1,27,78,33.1
2/10/16  01:41,33.1,27,78,33.1
2/10/16  01:00,33.1,28,82,33.1
2/10/16  02:06,33.1,28,82,33.1
2/10/16  02:15,33.1,28,82,33.1
2/10/16  02:47,33.8,28.4,81,33.8
2/10/16  02:00,33.1,28.9,85,33.1
2/10/16  03:12,33.1,28.9,85,33.1
2/10/16  03:47,33.8,28.4,81,33.8
2/10/16  03:00,33.1,28,82,33.1
2/10/16  04:30,33.1,28,82,33.1
2/10/16  04:00,33.1,27,78,33.1
2/10/16  05:25,33.1,27,78,33.1
2/10/16  05:00,33.1,27,78,33.1
2/10/16  06:15,33.1,27,78,33.1
2/10/16  06:00,33.1,27,78,33.1
2/10/16  07:19,33.1,27,78,33.1
2/10/16  07:35,33.1,28,82,33.1
2/10/16  07:43,33.1,28,82,33.1
2/10/16  07:49,33.8,28.4,81,33.8
2/10/16  07:00,33.1,28,82,33.1
2/10/16  07:58,33.1,28,82,33.1
2/10/16  08:07,33.1,28,82,33.1
2/10/16  08:00,34,28.9,82,34
2/10/16  08:59,34,28.9,82,34
2/10/16  09:07,34,28,79,34
2/10/16  09:00,35.1,28,76,35.1
2/10/16  09:59,35.1,28,76,35.1
2/10/16  10:00,35.1,26.1,70,35.1
2/10/16  11:48,37.4,23,56,37.4
2/10/16  11:00,37,24.1,59,37
2/10/16  12:00,37.9,21.9,53,37.9
2/10/16  13:00,37.9,19,47,37.9
2/10/16  14:00,37.9,19,47,37.9
2/10/16  15:00,37.9,18,45,37.9
2/10/16  16:00,37,18,46,37
2/10/16  17:00,36,17.1,46,36
2/10/16  18:00,34,16,48,34
2/11/16  19:00,33.1,16,50,33.1
2/11/16  20:00,32,15.1,50,32
2/11/16  21:00,32,16,52,32
2/11/16  22:00,30.9,15.1,52,30.9
2/11/16  23:00,30.9,12.9,47,30.9
2/11/16  00:00,30,14,51,30
2/11/16  01:00,28,17.1,63,28
2/11/16  02:00,27,17.1,66,27
2/11/16  02:44,26.1,15.1,63,26.1
2/11/16  02:00,26.1,17.1,69,26.1
2/11/16  02:57,26.1,17.1,69,26.1
2/11/16  03:00,26.1,3.9,39,26.1
2/11/16  04:00,25,0,34,25
2/11/16  05:00,24.1,0,35,24.1
2/11/16  06:00,23,0,37,23
2/11/16  07:00,23,1,39,23
2/11/16  08:00,23,-0.9,35,23
2/11/16  09:00,24.1,-2,32,24.1
2/11/16  10:00,24.1,-2.9,31,24.1
2/11/16  11:00,26.1,0,32,26.1
2/11/16  12:00,24.1,-2.9,31,24.1
2/11/16  13:00,25,-0.9,33,25
2/11/16  14:00,24.1,0,35,24.1
2/11/16  15:00,24.1,1,37,24.1
2/11/16  16:00,23,-2.9,32,23
2/11/16  17:00,23,-4,31,23
2/11/16  18:00,21.9,-6,29,21.9
2/12/16  19:00,21,-6,30,21
2/12/16  20:00,19.9,-5.1,33,19.9
2/12/16  21:00,19.9,-4,35,19.9
2/12/16  22:00,19,-2.9,38,19
2/12/16  23:00,18,-2.9,40,18
2/12/16  00:00,18,-2.9,40,18
2/12/16  01:00,18,-2.9,40,18
2/12/16  02:00,17.1,-2.9,41,17.1
2/12/16  03:00,17.1,-2,43,17.1
2/12/16  04:00,16,-2.9,43,16
2/12/16  05:00,16,-2,45,16
2/12/16  06:00,16,-2,45,16
2/12/16  07:00,16,-0.9,47,16
2/12/16  08:00,17.1,-0.9,45,17.1
2/12/16  09:00,19,-0.9,42,19
2/12/16  10:00,21.9,-2.9,34,21.9
2/12/16  11:00,25,-0.9,33,25
2/12/16  12:00,25,-0.9,33,25
2/12/16  13:00,25,-0.9,33,25
2/12/16  14:00,26.1,-0.9,31,26.1
2/12/16  15:00,26.1,-0.9,31,26.1
2/12/16  16:00,25,0,34,25
2/12/16  17:00,24.1,1.9,38,24.1
2/12/16  18:00,24.1,3.9,42,24.1
2/13/16  19:00,23,5,46,23
2/13/16  20:00,23,3.9,44,23
2/13/16  21:00,23,3.9,44,23
2/13/16  22:00,21.9,5,48,21.9
2/13/16  23:00,23,7,50,23
2/13/16  00:00,21.9,8.1,55,21.9
2/13/16  01:00,21,10,63,21
2/13/16  02:00,21,10.9,65,21
2/13/16  03:00,21,12,68,21
2/13/16  04:00,21,12,68,21
2/13/16  05:00,21,10.9,65,21
2/13/16  06:00,21,7,55,21
2/13/16  07:00,21,1,42,21
2/13/16  08:00,21,0,40,21
2/13/16  09:00,21,-2,36,21
2/13/16  10:00,19.9,-6,32,19.9
2/13/16  11:00,19.9,-8,29,19.9
2/13/16  12:00,18,-11,27,18
2/13/16  13:00,18,-11,27,18
2/13/16  14:00,17.1,-13,26,17.1
2/13/16  15:00,15.1,-13,28,15.1
2/13/16  16:00,12,-17,26,12
2/13/16  17:00,10,-16.1,30,10
2/13/16  18:00,9,-16.1,31,9
2/14/16  19:00,7,-15,36,7
2/14/16  20:00,6.1,-16.1,36,6.1
2/14/16  21:00,6.1,-15,38,6.1
2/14/16  22:00,6.1,-14.1,39,6.1
2/14/16  23:00,6.1,-15,38,6.1
2/14/16  00:00,6.1,-15,38,6.1
2/14/16  01:00,5,-15,39,5
2/14/16  02:00,5,-14.1,41,5
2/14/16  03:00,3,-11.9,50,3
2/14/16  04:00,3,-16.1,41,3
2/14/16  05:00,1,-18,41,1
2/14/16  06:00,0,-18,43,0
2/14/16  07:00,-0.9,-18,44,-0.9
2/14/16  08:00,0,-18.9,41,0
2/14/16  09:00,1.9,-18.9,37,1.9
2/14/16  10:00,5,-17,36,5
2/14/16  11:00,9,-17,30,9
2/14/16  12:00,10.9,-16.1,29,10.9
2/14/16  13:00,12,-18,25,12
2/14/16  14:00,14,-16.1,25,14
2/14/16  15:00,15.1,-16.1,24,15.1
2/14/16  16:00,15.1,-16.1,24,15.1
2/14/16  17:00,15.1,-15,25,15.1
2/14/16  18:00,15.1,-15,25,15.1
2/15/16  19:00,15.1,-14.1,27,15.1
2/15/16  20:00,14,-14.1,28,14
2/15/16  21:00,14,-13,29,14
2/15/16  22:00,14,-13,29,14
2/15/16  23:00,14,-11.9,31,14
2/15/16  00:00,14,-11,32,14
2/15/16  01:00,14,-11,32,14
2/15/16  02:00,14,-9,35,14
2/15/16  03:00,14,-9,35,14
2/15/16  04:00,15.1,-5.1,41,15.1
2/15/16  05:00,16,-0.9,47,16
2/15/16  06:00,17.1,-2,43,17.1
2/15/16  07:00,18,-0.9,44,18
2/15/16  08:00,19,1,46,19
2/15/16  09:00,19.9,5,52,19.9
2/15/16  10:00,21,7,55,21
2/15/16  11:10,21.9,7,53,21.9
2/15/16  11:00,23,10,58,23
2/15/16  12:00,23,12.9,65,23
2/15/16  13:44,23,15.1,72,23
2/15/16  13:00,24.1,16,71,24.1
2/15/16  14:30,24.1,17.1,75,24.1
2/15/16  14:37,25,17.1,72,25
2/15/16  14:00,25,18,75,25
2/15/16  15:43,26.1,21,81,26.1
2/15/16  15:00,26.1,21,81,26.1
2/15/16  16:22,27,21.9,81,27
2/15/16  16:00,27,23,85,27
2/15/16  17:30,28,24.1,85,28
2/15/16  17:49,28.4,24.8,86,28.4
2/15/16  17:00,28.9,25,85,28.9
2/15/16  18:24,30,26.1,85,30
2/15/16  18:00,30,27,88,30
2/15/16  18:58,30,27,88,30
2/16/16  19:12,30.9,28,89,30.9
2/16/16  19:29,32,28.9,88,32
2/16/16  19:49,33.8,30.2,87,33.8
2/16/16  19:00,33.1,30,89,33.1
2/16/16  19:57,33.1,30,89,33.1
2/16/16  20:07,33.1,30,89,33.1
2/16/16  20:16,33.1,30,89,33.1
2/16/16  20:00,34,30.9,89,34
2/16/16  21:02,34,30.9,89,34
2/16/16  21:12,34,30.9,89,34
2/16/16  21:26,33.1,30,89,33.1
2/16/16  21:36,33.1,30,89,33.1
2/16/16  21:50,33.1,30.9,92,33.1
2/16/16  22:00,34,30.9,89,34
2/16/16  23:05,34,30.9,89,34
2/16/16  23:44,34,32,92,34
2/16/16  23:00,35.1,32,89,35.1
2/16/16  00:18,35.1,32,89,35.1
2/16/16  00:00,35.1,32,89,35.1
2/16/16  01:32,37.9,34,86,37.9
2/16/16  01:00,37.9,36,93,37.9
2/16/16  02:31,39,37,93,39
2/16/16  02:46,42.8,41,93,42.8
2/16/16  02:00,44.1,41,89,44.1
2/16/16  03:00,46.9,44.1,90,46.9
2/16/16  04:44,48,44.1,86,48
2/16/16  04:00,48,44.1,86,48
2/16/16  05:10,48,44.1,86,48
2/16/16  05:21,46.9,43,86,46.9
2/16/16  05:00,48,44.1,86,48
2/16/16  06:07,48,44.1,86,48
2/16/16  06:00,48.9,44.1,83,48.9
2/16/16  06:54,48.9,44.1,83,48.9
2/16/16  07:28,50,46,86,50
2/16/16  07:00,51.1,46,83,51.1
2/16/16  08:25,52,46.9,83,52
2/16/16  08:00,52,46.9,83,52
2/16/16  09:03,52,46.9,83,52
2/16/16  09:18,53.1,48,83,53.1
2/16/16  09:33,52,48,86,52
2/16/16  09:46,51.8,48.2,88,51.8
2/16/16  09:00,51.1,48,89,51.1
2/16/16  09:55,52,48,86,52
2/16/16  10:31,53.1,48,83,53.1
2/16/16  10:00,53.1,48,83,53.1
2/16/16  11:34,53.1,48,83,53.1
2/16/16  11:00,53.1,48,83,53.1
2/16/16  12:01,53.1,48.9,86,53.1
