Date Time,Sensor_Data,Feature_1,Feature_2,Actual_Data
2/16/16  12:07,53.1,48.9,86,53.1
2/16/16  12:14,52,48.9,89,52
2/16/16  12:21,53.1,48,83,53.1
2/16/16  12:39,52,48,86,52
2/16/16  12:48,51.8,48.2,88,51.8
2/16/16  12:00,52,48,86,52
2/16/16  12:55,52,48,86,52
2/16/16  13:21,53.1,50,89,53.1
2/16/16  13:00,53.1,50,89,53.1
2/16/16  14:00,52,50,93,52
2/16/16  14:56,52,48.9,89,52
2/16/16  15:06,52,48.9,89,52
2/16/16  15:20,52,48.9,89,52
2/16/16  15:24,52,48.9,89,52
2/16/16  15:32,53.1,50,89,53.1
2/16/16  15:00,53.1,48.9,86,53.1
2/16/16  16:32,53.1,48,83,53.1
2/16/16  16:48,53.6,48.2,82,53.6
2/16/16  16:00,53.1,48,83,53.1
2/16/16  17:00,51.1,45,80,51.1
2/16/16  18:00,48,39,71,48
2/17/16  19:27,46.9,37,68,46.9
2/17/16  19:00,46,37,71,46
2/17/16  20:47,44.6,35.6,71,44.6
2/17/16  20:00,45,35.1,68,45
2/17/16  21:17,43,32,65,43
2/17/16  21:00,42.1,30,62,42.1
2/17/16  22:00,39,28.9,67,39
2/17/16  23:00,37.9,25,60,37.9
2/17/16  00:00,37.9,25,60,37.9
2/17/16  01:00,37,26.1,65,37
2/17/16  02:00,37,26.1,65,37
2/17/16  03:47,37.4,26.6,65,37.4
2/17/16  03:00,37,26.1,65,37
2/17/16  04:00,37,26.1,65,37
2/17/16  05:00,37,26.1,65,37
2/17/16  06:00,37,26.1,65,37
2/17/16  07:33,37,26.1,65,37
2/17/16  07:00,37,25,62,37
2/17/16  08:00,39,25,57,39
2/17/16  09:00,39,24.1,55,39
2/17/16  10:00,39,24.1,55,39
2/17/16  11:00,39,25,57,39
2/17/16  12:00,39,25,57,39
2/17/16  13:00,39,24.1,55,39
2/17/16  14:00,39,24.1,55,39
2/17/16  15:00,37.9,23,55,37.9
2/17/16  16:00,37,21.9,54,37
2/17/16  17:00,37,21.9,54,37
2/17/16  18:00,37,21,52,37
2/18/16  19:00,37,21.9,54,37
2/18/16  20:00,36,23,59,36
2/18/16  21:00,36,24.1,62,36
2/18/16  22:00,35.1,24.1,64,35.1
2/18/16  23:00,35.1,23,61,35.1
2/18/16  00:00,34,21,59,34
2/18/16  01:00,33.1,19,56,33.1
2/18/16  02:00,32,17.1,54,32
2/18/16  03:00,30.9,14,50,30.9
2/18/16  04:00,30,15.1,54,30
2/18/16  05:00,28.9,12,49,28.9
2/18/16  06:00,28,10,47,28
2/18/16  07:00,27,10.9,51,27
2/18/16  08:00,28.9,9,43,28.9
2/18/16  09:00,28.9,8.1,41,28.9
2/18/16  10:00,30,7,38,30
2/18/16  11:00,32,5,32,32
2/18/16  12:00,32,3,29,32
2/18/16  13:00,35.1,1.9,25,35.1
2/18/16  14:00,35.1,1,24,35.1
2/18/16  15:00,35.1,0,23,35.1
2/18/16  16:00,35.1,0,23,35.1
2/18/16  17:00,33.1,3,28,33.1
2/18/16  18:00,32,1.9,28,32
2/19/16  19:00,30.9,1.9,29,30.9
2/19/16  20:00,30,1.9,30,30
2/19/16  21:00,28.9,1.9,32,28.9
2/19/16  22:00,28,1.9,33,28
2/19/16  23:00,28,3,34,28
2/19/16  00:00,27,5,39,27
2/19/16  01:00,26.1,5,41,26.1
2/19/16  02:00,25,5,43,25
2/19/16  03:00,25,7,46,25
2/19/16  04:00,24.1,6.1,46,24.1
2/19/16  05:00,25,6.1,45,25
2/19/16  06:00,25,7,46,25
2/19/16  07:00,27,3,36,27
2/19/16  08:00,28.9,3.9,35,28.9
2/19/16  09:00,30.9,6.1,35,30.9
2/19/16  10:00,32,8.1,37,32
2/19/16  11:00,35.1,9,34,35.1
2/19/16  12:00,36,8.1,31,36
2/19/16  13:00,35.1,8.1,33,35.1
2/19/16  14:00,35.1,12.9,40,35.1
2/19/16  15:00,35.1,18,50,35.1
2/19/16  16:00,34,21,59,34
2/19/16  17:00,35.1,24.1,64,35.1
2/19/16  18:00,36,25,64,36
2/20/16  19:00,37,27,67,37
2/20/16  20:00,37.9,28,68,37.9
2/20/16  21:00,37.9,28,68,37.9
2/20/16  22:00,37.9,28.9,70,37.9
2/20/16  22:10,37.9,28.9,70,37.9
2/20/16  22:00,39,28.9,67,39
2/20/16  23:37,39,30,70,39
2/20/16  23:00,39,30,70,39
2/20/16  00:00,39.9,30.9,70,39.9
2/20/16  01:00,41,30.9,67,41
2/20/16  02:00,41,30.9,67,41
2/20/16  03:00,43,28,56,43
2/20/16  04:00,43,27,53,43
2/20/16  05:00,43,26.1,51,43
2/20/16  06:00,43,26.1,51,43
2/20/16  07:00,44.1,26.1,49,44.1
2/20/16  08:00,45,26.1,48,45
2/20/16  09:00,48.9,28,44,48.9
2/20/16  10:00,52,28.9,41,52
2/20/16  11:00,55,30,38,55
2/20/16  12:00,57,30,36,57
2/20/16  13:00,57.9,32,37,57.9
2/20/16  14:00,61,32,34,61
2/20/16  15:00,61,32,34,61
2/20/16  16:00,60.1,32,35,60.1
2/20/16  17:00,59,30.9,35,59
2/20/16  18:00,57.9,30,35,57.9
2/21/16  19:00,57,30.9,37,57
2/21/16  20:00,55,33.1,43,55
2/21/16  21:00,54,35.1,49,54
2/21/16  22:00,54,35.1,49,54
2/21/16  23:00,54,35.1,49,54
2/21/16  00:00,54,36,51,54
2/21/16  01:00,52,35.1,53,52
2/21/16  02:00,52,34,50,52
2/21/16  03:00,50,34,54,50
2/21/16  04:00,50,33.1,52,50
2/21/16  05:00,51.1,30.9,46,51.1
2/21/16  06:00,50,30.9,48,50
2/21/16  07:00,51.1,30.9,46,51.1
2/21/16  08:00,51.1,30.9,46,51.1
2/21/16  09:00,52,30.9,45,52
2/21/16  10:00,53.1,30,41,53.1
2/21/16  11:00,53.1,28.9,40,53.1
2/21/16  12:00,53.1,28,38,53.1
2/21/16  13:00,54,28.9,38,54
2/21/16  14:00,55,28.9,37,55
2/21/16  15:00,54,28.9,38,54
2/21/16  16:00,54,30,40,54
2/21/16  17:00,53.1,30,41,53.1
2/21/16  18:00,50,34,54,50
2/22/16  19:00,51.1,34,52,51.1
2/22/16  20:00,48.9,36,61,48.9
2/22/16  21:00,46.9,36,66,46.9
2/22/16  22:00,46,34,63,46
2/22/16  23:00,45,30.9,58,45
2/22/16  00:00,44.1,30.9,60,44.1
2/22/16  01:00,43,28.9,58,43
2/22/16  02:00,42.1,26.1,53,42.1
2/22/16  03:00,39.9,25,55,39.9
2/22/16  04:00,39.9,25,55,39.9
2/22/16  05:00,39,26.1,60,39
2/22/16  06:00,37.9,26.1,62,37.9
2/22/16  07:00,39.9,25,55,39.9
2/22/16  08:00,42.1,26.1,53,42.1
2/22/16  09:00,43,26.1,51,43
2/22/16  10:00,44.1,25,47,44.1
2/22/16  11:00,46.9,25,42,46.9
2/22/16  12:00,48.9,24.1,38,48.9
2/22/16  13:00,51.1,21.9,32,51.1
2/22/16  14:00,51.1,23,33,51.1
2/22/16  15:00,52,21.9,31,52
2/22/16  16:00,51.1,19.9,29,51.1
2/22/16  17:00,48.9,18,29,48.9
2/22/16  18:00,44.1,28.9,55,44.1
2/23/16  19:00,44.1,27,51,44.1
2/23/16  20:00,45,24.1,44,45
2/23/16  21:00,41,26.1,55,41
2/23/16  22:00,41,21,45,41
2/23/16  23:00,39,14,36,39
2/23/16  00:00,37.9,12.9,36,37.9
2/23/16  01:00,37,12,36,37
2/23/16  02:00,36,14,41,36
2/23/16  03:00,36,21.9,57,36
2/23/16  04:00,36,27,70,36
2/23/16  05:00,37,28.9,73,37
2/23/16  06:03,37,30,76,37
2/23/16  06:16,37,30.9,79,37
2/23/16  06:00,37.9,32,79,37.9
2/23/16  07:42,39,33.1,79,39
2/23/16  07:00,39,33.1,79,39
2/23/16  08:36,39,32,76,39
2/23/16  08:00,39,32,76,39
2/23/16  09:00,39,30.9,73,39
2/23/16  10:00,37.9,28.9,70,37.9
2/23/16  11:00,37,30,76,37
2/23/16  12:00,37,32,82,37
2/23/16  13:28,37,32,82,37
2/23/16  13:00,37,32,82,37
2/23/16  14:23,36,32,86,36
2/23/16  14:00,36,32,86,36
2/23/16  15:00,36,32,86,36
2/23/16  16:00,36,32,86,36
2/23/16  17:00,35.1,32,89,35.1
2/23/16  18:00,35.1,30.9,85,35.1
2/24/16  19:00,35.1,32,89,35.1
2/24/16  20:18,35.1,32,89,35.1
2/24/16  20:31,35.1,32,89,35.1
2/24/16  20:00,35.1,32,89,35.1
2/24/16  21:39,35.1,30.9,85,35.1
2/24/16  21:49,35.6,30.2,81,35.6
2/24/16  21:00,35.1,30.9,85,35.1
2/24/16  22:05,35.1,30.9,85,35.1
2/24/16  22:15,35.1,32,89,35.1
2/24/16  22:00,35.1,32,89,35.1
2/24/16  23:13,35.1,32,89,35.1
2/24/16  23:24,35.1,32,89,35.1
2/24/16  23:00,36,32,86,36
2/24/16  00:40,36,32,86,36
2/24/16  00:00,36,33.1,89,36
2/24/16  01:00,36,33.1,89,36
2/24/16  02:38,36,33.1,89,36
2/24/16  02:00,36,33.1,89,36
2/24/16  03:09,37,34,89,37
2/24/16  03:35,37,34,89,37
2/24/16  03:00,37,34,89,37
2/24/16  04:43,37,34,89,37
2/24/16  04:00,37,34,89,37
2/24/16  05:27,37.9,35.1,89,37.9
2/24/16  05:35,37.9,35.1,89,37.9
2/24/16  05:00,37.9,35.1,89,37.9
2/24/16  06:02,37.9,35.1,89,37.9
2/24/16  06:22,37.9,35.1,89,37.9
2/24/16  06:47,37.4,35.6,93,37.4
2/24/16  06:00,37.9,35.1,89,37.9
2/24/16  07:01,37.9,35.1,89,37.9
2/24/16  07:33,37.9,35.1,89,37.9
2/24/16  07:00,37.9,35.1,89,37.9
2/24/16  07:58,37.9,35.1,89,37.9
2/24/16  08:09,37.9,35.1,89,37.9
2/24/16  08:31,37.9,36,93,37.9
2/24/16  08:40,37.9,36,93,37.9
2/24/16  08:49,39.2,35.6,87,39.2
2/24/16  08:00,39,36,89,39
2/24/16  09:42,39,37,93,39
2/24/16  09:00,39.9,37,89,39.9
2/24/16  10:14,39.9,37,89,39.9
2/24/16  10:28,39.9,37,89,39.9
2/24/16  10:00,39.9,37.9,93,39.9
2/24/16  11:47,41,37.4,87,41
2/24/16  11:00,41,37.9,89,41
2/24/16  11:56,41,37.9,89,41
2/24/16  12:37,41,39,93,41
2/24/16  12:42,42.1,39,89,42.1
2/24/16  12:00,41,39,93,41
2/24/16  13:06,42.1,39,89,42.1
2/24/16  13:33,42.1,39.9,92,42.1
2/24/16  13:44,43,39.9,89,43
2/24/16  13:00,43,39.9,89,43
2/24/16  14:02,43,41,93,43
2/24/16  14:12,44.1,41,89,44.1
2/24/16  14:00,45,42.1,90,45
2/24/16  14:59,45,43,93,45
2/24/16  15:09,46,43,89,46
2/24/16  15:20,46.9,44.1,90,46.9
2/24/16  15:00,54,52,93,54
2/24/16  16:17,55,53.1,93,55
2/24/16  16:27,55,53.1,93,55
2/24/16  16:00,55,53.1,93,55
2/24/16  17:09,54,52,93,54
2/24/16  17:31,54,52,93,54
2/24/16  17:40,55,53.1,93,55
2/24/16  17:00,55,53.1,93,55
2/24/16  18:49,55.4,53.6,94,55.4
2/24/16  18:00,55,53.1,93,55
2/25/16  19:05,55,53.1,93,55
2/25/16  19:32,55.9,54,93,55.9
2/25/16  19:00,55.9,54,93,55.9
2/25/16  20:09,57.9,55.9,93,57.9
2/25/16  20:18,57,54,89,57
2/25/16  20:00,57.9,55,90,57.9
2/25/16  21:00,57,55,93,57
2/25/16  22:02,57,55,93,57
2/25/16  22:24,57.9,55.9,93,57.9
2/25/16  22:28,57.9,55,90,57.9
2/25/16  22:00,57.9,55,90,57.9
2/25/16  23:14,57,54,89,57
2/25/16  23:23,57,55,93,57
2/25/16  23:00,59,55.9,90,59
2/25/16  00:04,60.1,55.9,86,60.1
2/25/16  00:00,59,55,87,59
2/25/16  01:30,59,55.9,90,59
2/25/16  01:00,60.1,55.9,86,60.1
2/25/16  02:00,57,53.1,87,57
2/25/16  03:00,55.9,52,87,55.9
2/25/16  04:00,53.1,50,89,53.1
2/25/16  05:00,53.1,48,83,53.1
2/25/16  06:00,53.1,46.9,80,53.1
2/25/16  07:02,53.1,48,83,53.1
2/25/16  07:00,55,42.1,62,55
2/25/16  08:00,53.1,39,59,53.1
2/25/16  09:43,52,41,66,52
2/25/16  09:00,52,41,66,52
2/25/16  10:32,51.1,37.9,61,51.1
2/25/16  10:00,50,39,66,50
2/25/16  10:58,50,39,66,50
2/25/16  11:00,48.9,37.9,66,48.9
2/25/16  12:47,48.2,33.8,58,48.2
2/25/16  12:00,48,34,58,48
2/25/16  13:09,48,34,58,48
2/25/16  13:00,48,30.9,52,48
2/25/16  14:00,46.9,30,52,46.9
2/25/16  15:00,45,30,56,45
2/25/16  16:00,39.9,30.9,70,39.9
2/25/16  17:38,41,30,65,41
2/25/16  17:00,41,28.9,62,41
2/25/16  18:00,39.9,30,68,39.9
2/25/16  18:58,39.9,30,68,39.9
2/26/16  19:12,39.9,30,68,39.9
2/26/16  19:24,39,30,70,39
2/26/16  19:00,39,30,70,39
2/26/16  20:02,39,30,70,39
2/26/16  20:00,39.9,28.9,65,39.9
2/26/16  21:00,39.9,28,63,39.9
2/26/16  22:18,39.9,28,63,39.9
2/26/16  22:34,37.9,28.9,70,37.9
2/26/16  22:00,37.9,28.9,70,37.9
2/26/16  23:00,37.9,26.1,62,37.9
2/26/16  00:00,37.9,19,47,37.9
2/26/16  01:00,36,18,48,36
2/26/16  02:00,36,19,50,36
2/26/16  03:00,35.1,19,52,35.1
2/26/16  04:00,34,16,48,34
2/26/16  05:00,33.1,15.1,48,33.1
2/26/16  06:00,32,14,48,32
2/26/16  07:00,30.9,10.9,43,30.9
2/26/16  08:00,32,10,40,32
2/26/16  09:00,33.1,10,38,33.1
2/26/16  10:00,34,9,35,34
2/26/16  11:00,35.1,9,34,35.1
2/26/16  12:00,35.1,8.1,33,35.1
2/26/16  13:00,36,5,27,36
2/26/16  14:00,35.1,1.9,25,35.1
2/26/16  15:00,35.1,1,24,35.1
2/26/16  16:00,34,0,24,34
2/26/16  17:00,32,1,27,32
2/26/16  18:00,32,1.9,28,32
2/27/16  19:00,30,1.9,30,30
2/27/16  20:00,30,3.9,33,30
2/27/16  21:00,28.9,6.1,38,28.9
2/27/16  22:00,28,7,41,28
2/27/16  23:00,28,7,41,28
2/27/16  00:00,27,7,43,27
2/27/16  01:00,27,8.1,45,27
2/27/16  02:00,27,8.1,45,27
2/27/16  03:00,26.1,9,49,26.1
2/27/16  04:00,27,9,47,27
2/27/16  05:00,27,9,47,27
2/27/16  06:00,27,10,49,27
2/27/16  07:00,28,10.9,49,28
2/27/16  08:00,30,12,47,30
2/27/16  09:00,30.9,12,46,30.9
2/27/16  10:00,32,10.9,42,32
2/27/16  11:00,36,12,37,36
2/27/16  12:00,37,12,36,37
2/27/16  13:00,39,10.9,32,39
2/27/16  14:00,39.9,12,32,39.9
2/27/16  15:00,41,12.9,32,41
2/27/16  16:00,39.9,12.9,33,39.9
2/27/16  17:00,39.9,14,35,39.9
2/27/16  18:00,39.9,16,38,39.9
2/28/16  19:00,39,17.1,41,39
2/28/16  20:00,39,17.1,41,39
2/28/16  21:00,39,18,43,39
2/28/16  22:00,39,18,43,39
2/28/16  23:00,39,19,45,39
2/28/16  00:00,39,19,45,39
2/28/16  01:00,39,19,45,39
2/28/16  02:00,37.9,19.9,48,37.9
2/28/16  03:00,37.9,19.9,48,37.9
2/28/16  04:00,37.9,21,51,37.9
2/28/16  05:00,37.9,21,51,37.9
2/28/16  06:00,39,21,49,39
2/28/16  07:00,39,21,49,39
2/28/16  08:00,41,21,45,41
2/28/16  09:00,45,21,39,45
2/28/16  10:00,48.9,21.9,35,48.9
2/28/16  11:00,53.1,24.1,32,53.1
2/28/16  12:00,57,26.1,30,57
2/28/16  13:00,57.9,26.1,30,57.9
2/28/16  14:00,60.1,27,28,60.1
2/28/16  15:00,60.1,26.1,27,60.1
2/28/16  16:00,60.1,27,28,60.1
2/28/16  17:00,59,26.1,28,59
2/28/16  18:00,57.9,26.1,30,57.9
2/29/16  19:00,57,25,29,57
2/29/16  20:00,55,26.1,33,55
2/29/16  21:00,53.1,28.9,40,53.1
2/29/16  22:00,51.1,30.9,46,51.1
2/29/16  23:00,52,30.9,45,52
2/29/16  00:00,51.1,30.9,46,51.1
2/29/16  01:00,51.1,30.9,46,51.1
2/29/16  02:00,50,30.9,48,50
2/29/16  03:00,50,30,46,50
2/29/16  04:00,50,30,46,50
2/29/16  05:00,51.1,30,44,51.1
2/29/16  06:00,50,30,46,50
2/29/16  07:00,50,30,46,50
2/29/16  08:00,52,30.9,45,52
2/29/16  09:00,52,30.9,45,52
2/29/16  10:00,50,34,54,50
2/29/16  11:00,46.9,39.9,77,46.9
2/29/16  12:00,52,39.9,63,52
2/29/16  13:00,57,39.9,53,57
2/29/16  14:00,60.1,37.9,44,60.1
2/29/16  15:00,60.1,34,38,60.1
2/29/16  16:00,57.9,30.9,36,57.9
2/29/16  17:00,55,27,34,55
2/29/16  18:00,53.1,26.1,35,53.1
3/01/16  19:00,51.1,24.1,35,51.1
3/01/16  20:00,48.9,26.1,41,48.9
3/01/16  21:00,48,26.1,42,48
3/01/16  22:00,48,26.1,42,48
3/01/16  23:00,46.9,26.1,44,46.9
3/01/16  00:00,48,27,44,48
3/01/16  01:00,46,27,47,46
3/01/16  02:00,46.9,27,46,46.9
3/01/16  03:00,46,27,47,46
3/01/16  04:00,42.1,27,55,42.1
3/01/16  05:00,41,24.1,51,41
3/01/16  06:00,39.9,21.9,49,39.9
3/01/16  07:00,39,21,49,39
3/01/16  08:00,39,19,45,39
3/01/16  09:00,42.1,15.1,34,42.1
3/01/16  10:00,44.1,10.9,26,44.1
3/01/16  11:00,46.9,14,27,46.9
3/01/16  12:00,48.9,18,29,48.9
3/01/16  13:00,51.1,17.1,26,51.1
3/01/16  14:00,48,24.1,39,48
3/01/16  15:00,46.9,24.1,41,46.9
3/01/16  16:00,45,27,49,45
3/01/16  17:00,45,30,56,45
3/01/16  18:00,45,32,60,45
3/02/16  19:00,46,35.1,66,46
3/02/16  20:00,48,37.9,68,48
3/02/16  21:00,48.9,41,74,48.9
3/02/16  22:08,48.9,41,74,48.9
3/02/16  22:21,48.9,42.1,77,48.9
3/02/16  22:00,50,44.1,80,50
3/02/16  23:00,52,45,77,52
3/02/16  00:00,52,45,77,52
3/02/16  01:00,52,45,77,52
3/02/16  02:00,51.1,46,83,51.1
3/02/16  03:03,51.1,46,83,51.1
3/02/16  03:17,50,46.9,89,50
3/02/16  03:00,53.1,48,83,53.1
3/02/16  04:31,55,48.9,80,55
3/02/16  04:00,54,45,72,54
3/02/16  05:00,50,39.9,68,50
3/02/16  06:00,51.1,42.1,71,51.1
3/02/16  07:00,46.9,30,52,46.9
3/02/16  08:00,44.1,24.1,45,44.1
3/02/16  09:00,43,21,42,43
3/02/16  10:00,42.1,17.1,37,42.1
3/02/16  11:00,39.9,10.9,31,39.9
3/02/16  12:00,39.9,10.9,31,39.9
3/02/16  13:00,42.1,10.9,28,42.1
3/02/16  14:00,39.9,10,29,39.9
3/02/16  15:00,39.9,10,29,39.9
3/02/16  16:00,39,9,29,39
3/02/16  17:00,37,8.1,30,37
3/02/16  18:00,35.1,9,34,35.1
3/03/16  19:00,34,9,35,34
3/03/16  20:00,32,10,40,32
3/03/16  21:00,30.9,9,40,30.9
3/03/16  22:00,30,9,41,30
3/03/16  23:00,28.9,7,40,28.9
3/03/16  00:00,28,7,41,28
3/03/16  01:00,28,7,41,28
3/03/16  02:00,27,7,43,27
3/03/16  03:00,26.1,7,44,26.1
3/03/16  04:00,26.1,6.1,43,26.1
3/03/16  05:00,26.1,6.1,43,26.1
3/03/16  06:00,26.1,5,41,26.1
3/03/16  07:00,26.1,5,41,26.1
3/03/16  08:00,26.1,5,41,26.1
3/03/16  09:00,28,3.9,36,28
3/03/16  10:00,30.9,3.9,32,30.9
3/03/16  11:00,32,3.9,31,32
3/03/16  12:00,34,3,27,34
3/03/16  13:00,34,3,27,34
3/03/16  14:00,34,3,27,34
3/03/16  15:00,35.1,3,26,35.1
3/03/16  16:00,35.1,5,28,35.1
3/03/16  17:00,34,5,30,34
3/03/16  18:00,35.1,7,31,35.1
3/04/16  19:00,35.1,6.1,30,35.1
3/04/16  20:00,34,15.1,46,34
3/04/16  21:00,34,16,48,34
3/04/16  22:00,34,15.1,46,34
3/04/16  23:00,35.1,17.1,48,35.1
3/04/16  00:00,33.1,19.9,59,33.1
3/04/16  01:29,32,23,69,32
3/04/16  01:00,32,25,75,32
3/04/16  02:31,30.9,25,79,30.9
3/04/16  02:44,30.9,26.1,82,30.9
3/04/16  02:00,30.9,26.1,82,30.9
3/04/16  03:26,30.9,27,85,30.9
3/04/16  03:47,30.2,26.6,86,30.2
3/04/16  03:00,30.9,26.1,82,30.9
3/04/16  03:57,30.9,26.1,82,30.9
3/04/16  04:10,30.9,26.1,82,30.9
3/04/16  04:39,30.9,26.1,82,30.9
3/04/16  04:46,30,25,82,30
3/04/16  04:53,30.9,26.1,82,30.9
3/04/16  05:02,30,26.1,85,30
3/04/16  05:07,30.9,26.1,82,30.9
3/04/16  05:14,30.9,26.1,82,30.9
3/04/16  05:28,30,25,82,30
3/04/16  05:42,30,25,82,30
3/04/16  05:00,30,25,82,30
3/04/16  06:06,30,24.1,79,30
3/04/16  06:18,30,25,82,30
3/04/16  06:47,30.2,24.8,80,30.2
3/04/16  06:00,30,24.1,79,30
3/04/16  07:16,30,24.1,79,30
3/04/16  07:38,30.9,24.1,76,30.9
3/04/16  07:48,30.2,24.8,80,30.2
3/04/16  07:00,30.9,25,79,30.9
3/04/16  07:58,30,25,82,30
3/04/16  08:00,30,25,82,30
3/04/16  09:15,30,25,82,30
3/04/16  09:25,30,25,82,30
3/04/16  09:43,30,25,82,30
3/04/16  09:00,30,25,82,30
3/04/16  10:06,30,24.1,79,30
3/04/16  10:16,30,24.1,79,30
3/04/16  10:28,30.9,25,79,30.9
3/04/16  10:43,30,25,82,30
3/04/16  10:00,30,25,82,30
3/04/16  11:04,30.9,25,79,30.9
3/04/16  11:18,30.9,25,79,30.9
3/04/16  11:26,30.9,24.1,76,30.9
3/04/16  11:00,32,25,75,32
3/04/16  12:00,34,24.1,67,34
3/04/16  13:00,35.1,23,61,35.1
3/04/16  14:22,36,21.9,57,36
3/04/16  14:00,37,21,52,37
3/04/16  15:00,39,21,49,39
3/04/16  16:00,39,19,45,39
3/04/16  17:00,37.9,18,45,37.9
3/04/16  18:00,37,17.1,44,37
3/05/16  19:00,36,16,44,36
3/05/16  20:00,35.1,17.1,48,35.1
3/05/16  21:00,34,15.1,46,34
3/05/16  22:00,34,14,44,34
3/05/16  23:00,33.1,15.1,48,33.1
3/05/16  00:00,32,15.1,50,32
3/05/16  01:00,30.9,14,50,30.9
3/05/16  02:00,30.9,14,50,30.9
3/05/16  03:00,30,12.9,49,30
3/05/16  04:00,30,12.9,49,30
3/05/16  05:00,28.9,12.9,51,28.9
3/05/16  06:00,28,12.9,53,28
3/05/16  07:00,28.9,12,49,28.9
3/05/16  08:00,30,9,41,30
3/05/16  09:00,32,10,40,32
3/05/16  10:00,35.1,10,35,35.1
3/05/16  11:00,37,10.9,34,37
3/05/16  12:00,36,10,34,36
3/05/16  13:00,37.9,10,32,37.9
3/05/16  14:00,37.9,8.1,29,37.9
3/05/16  15:00,39.9,6.1,25,39.9
3/05/16  16:00,39,7,27,39
3/05/16  17:00,37.9,16,41,37.9
3/05/16  18:00,37,17.1,44,37
3/06/16  19:00,36,17.1,46,36
3/06/16  20:00,35.1,21,57,35.1
3/06/16  21:00,36,19.9,52,36
3/06/16  22:00,35.1,21,57,35.1
3/06/16  23:00,34,21,59,34
3/06/16  00:00,35.1,19,52,35.1
3/06/16  01:00,34,16,48,34
3/06/16  02:00,34,7,32,34
3/06/16  03:00,33.1,5,31,33.1
3/06/16  04:00,32,3.9,31,32
3/06/16  05:00,33.1,8.1,35,33.1
3/06/16  06:00,33.1,7,34,33.1
3/06/16  07:00,34,10.9,38,34
3/06/16  08:00,36,10.9,36,36
3/06/16  09:00,37,12.9,37,37
3/06/16  10:00,37.9,15.1,39,37.9
3/06/16  11:00,39.9,17.1,40,39.9
3/06/16  12:00,39.9,17.1,40,39.9
3/06/16  13:00,42.1,16,35,42.1
3/06/16  14:00,44.1,17.1,34,44.1
3/06/16  15:00,44.1,16,32,44.1
3/06/16  16:00,44.1,16,32,44.1
3/06/16  17:00,43,16,34,43
3/06/16  18:00,42.1,16,35,42.1
3/07/16  19:00,39.9,16,38,39.9
3/07/16  20:00,39.9,19,43,39.9
3/07/16  21:00,39.9,19.9,45,39.9
3/07/16  22:00,39,21.9,50,39
3/07/16  23:00,39,23,53,39
3/07/16  00:00,37.9,21.9,53,37.9
3/07/16  01:00,37.9,24.1,57,37.9
3/07/16  02:00,37,25,62,37
3/07/16  03:00,37,25,62,37
3/07/16  04:00,39,24.1,55,39
3/07/16  05:00,36,26.1,67,36
3/07/16  06:00,37,26.1,65,37
3/07/16  07:00,37.9,28,68,37.9
3/07/16  08:00,39.9,28.9,65,39.9
3/07/16  09:00,44.1,30,58,44.1
3/07/16  10:00,46.9,30,52,46.9
3/07/16  11:00,50,30.9,48,50
3/07/16  12:00,53.1,30.9,43,53.1
3/07/16  13:00,55.9,32,40,55.9
3/07/16  14:00,57.9,32,37,57.9
3/07/16  15:00,60.1,33.1,36,60.1
3/07/16  16:00,60.1,33.1,36,60.1
3/07/16  17:00,60.1,33.1,36,60.1
3/07/16  18:00,59,33.1,38,59
3/08/16  19:00,57,34,42,57
3/08/16  20:00,55.9,34,44,55.9
3/08/16  21:00,55,34,45,55
3/08/16  22:00,55,35.1,47,55
3/08/16  23:00,54,34,47,54
3/08/16  00:00,53.1,34,48,53.1
3/08/16  01:00,53.1,34,48,53.1
3/08/16  02:00,51.1,35.1,54,51.1
3/08/16  03:00,52,34,50,52
3/08/16  04:00,50,32,50,50
3/08/16  05:00,48,33.1,56,48
3/08/16  06:00,48.9,34,56,48.9
3/08/16  07:00,50,32,50,50
3/08/16  08:00,54,33.1,45,54
3/08/16  09:00,57.9,33.1,39,57.9
3/08/16  10:00,62.1,35.1,37,62.1
3/08/16  11:00,64.9,35.1,33,64.9
3/08/16  12:00,62.1,32,32,62.1
3/08/16  13:00,62.1,34,35,62.1
3/08/16  14:00,60.1,34,38,60.1
3/08/16  15:00,55.9,36,47,55.9
3/08/16  16:00,55,37,51,55
3/08/16  17:00,53.1,37.9,57,53.1
3/08/16  18:00,51.1,37.9,61,51.1
3/09/16  19:00,51.1,37.9,61,51.1
3/09/16  20:00,50,39,66,50
3/09/16  21:00,50,39,66,50
3/09/16  22:00,48.9,39,69,48.9
3/09/16  23:00,48,39.9,74,48
3/09/16  00:00,46.9,39.9,77,46.9
3/09/16  01:00,46.9,39.9,77,46.9
3/09/16  02:00,46,39.9,79,46
3/09/16  03:00,46,39,76,46
3/09/16  04:00,45,39,80,45
3/09/16  05:00,45,39,80,45
3/09/16  06:00,45,39,80,45
3/09/16  07:00,48.9,39.9,71,48.9
3/09/16  08:00,55,41,59,55
3/09/16  09:00,59,39,48,59
3/09/16  10:00,64.9,39,39,64.9
3/09/16  11:00,69.1,39.9,35,69.1
3/09/16  12:00,73.9,37.9,27,73.9
3/09/16  13:00,75.9,39,26,75.9
3/09/16  14:00,73,39.9,30,73
3/09/16  15:00,71.1,39.9,32,71.1
3/09/16  16:00,72,41,33,72
3/09/16  17:00,69.1,41,36,69.1
3/09/16  18:00,72,37.9,29,72
