DateTime,Temperature,DewPoint,Humidity
4/25/2016 16:00,66.9,42.1,40
4/25/2016 17:00,66,44.1,45
4/25/2016 18:00,63,44.1,50
4/25/2016 19:00,61,45,56
4/26/2016 20:00,59,45,60
4/26/2016 21:00,59,44.1,58
4/26/2016 22:00,57.9,45,62
4/26/2016 23:00,57,46,67
4/26/2016 0:00,55.9,46,69
4/26/2016 1:00,55,46,72
4/26/2016 2:00,55,46,72
4/26/2016 3:39,55,45,69
4/26/2016 3:48,53.6,46.4,77
4/26/2016 3:00,52,48,86
4/26/2016 3:56,52,48,86
4/26/2016 4:08,52,48,86
4/26/2016 4:00,51.1,48,89
4/26/2016 5:00,52,48,86
4/26/2016 6:13,52,48.9,89
4/26/2016 6:00,52,48.9,89
4/26/2016 7:00,53.1,48.9,86
4/26/2016 8:00,53.1,48.9,86
4/26/2016 9:00,55.9,50,80
4/26/2016 10:14,55.9,50,80
4/26/2016 10:29,55,50,83
4/26/2016 10:39,55,50,83
4/26/2016 10:00,55.9,50,80
4/26/2016 11:00,55.9,48.9,77
4/26/2016 12:10,55,48,77
4/26/2016 12:00,57,48,72
4/26/2016 13:01,57.9,48,70
4/26/2016 13:00,57,46.9,69
4/26/2016 14:00,60.1,46.9,62
4/26/2016 15:00,55.9,48.9,77
4/26/2016 16:17,54,48.9,83
4/26/2016 16:38,53.1,48.9,86
4/26/2016 16:00,52,48.9,89
4/26/2016 16:59,52,48.9,89
4/26/2016 17:12,51.1,48,89
4/26/2016 17:00,51.1,48,89
4/26/2016 18:00,51.1,46.9,86
4/26/2016 19:30,50,45,83
4/26/2016 19:00,48.9,44.1,83
4/27/2016 20:00,46.9,42.1,83
4/27/2016 21:21,48,42.1,80
4/27/2016 21:00,46.9,41,80
4/27/2016 22:00,48,41,77
4/27/2016 23:00,46.9,39.9,77
4/27/2016 0:15,46.9,39,74
4/27/2016 0:00,46.9,39,74
4/27/2016 1:30,46.9,39,74
4/27/2016 1:00,46.9,39,74
4/27/2016 2:00,46,39,76
4/27/2016 3:00,46,37.9,73
4/27/2016 4:00,46.9,37.9,71
4/27/2016 5:00,46.9,37,68
4/27/2016 6:00,46.9,36,66
4/27/2016 7:00,48.9,37,64
4/27/2016 8:00,50,37.9,63
4/27/2016 9:00,51.1,37,59
4/27/2016 10:00,52,37,57
4/27/2016 11:00,53.1,37,55
4/27/2016 12:00,55.9,39,53
4/27/2016 13:00,57.9,39,49
4/27/2016 14:00,59,37.9,46
4/27/2016 15:00,62.1,41,46
4/27/2016 16:00,59,41,51
4/27/2016 17:00,57.9,42.1,56
4/27/2016 18:00,55,41,59
4/27/2016 19:00,54,42.1,64
4/28/2016 20:00,54,43,66
4/28/2016 21:00,54,43,66
4/28/2016 22:00,54,43,66
4/28/2016 23:00,53.1,43,69
4/28/2016 0:00,53.1,44.1,71
4/28/2016 1:00,52,44.1,74
4/28/2016 2:00,51.1,43,74
4/28/2016 3:00,51.1,33.1,50
4/28/2016 4:00,48.9,26.1,41
4/28/2016 5:00,48,21.9,36
4/28/2016 6:00,48,19.9,33
4/28/2016 7:00,48.9,21,33
4/28/2016 8:00,50,23,35
4/28/2016 9:00,53.1,21.9,30
4/28/2016 10:00,54,25,33
4/28/2016 11:00,55.9,24.1,29
4/28/2016 12:00,57.9,21.9,25
4/28/2016 13:00,55.9,30.9,39
4/28/2016 14:00,55,34,45
4/28/2016 15:00,55,30.9,40
4/28/2016 16:00,55,30,38
4/28/2016 17:00,53.1,30,41
4/28/2016 18:00,51.1,30.9,46
4/28/2016 19:00,50,30,46
4/29/2016 20:00,50,30.9,48
4/29/2016 21:00,50,33.1,52
4/29/2016 22:00,50,36,59
4/29/2016 23:00,48.9,36,61
4/29/2016 0:00,48.9,37.9,66
4/29/2016 1:00,48.9,39,69
4/29/2016 2:00,48.9,37,64
4/29/2016 3:00,50,33.1,52
4/29/2016 4:00,50,33.1,52
4/29/2016 5:00,48.9,34,56
4/29/2016 6:00,50,32,50
4/29/2016 7:00,48.9,30.9,50
4/29/2016 8:00,50,32,50
4/29/2016 9:00,52,30.9,45
4/29/2016 10:00,54,30,40
4/29/2016 11:00,55,24.1,30
4/29/2016 12:00,57,21,25
4/29/2016 13:00,55.9,33.1,42
4/29/2016 14:00,57,34,42
4/29/2016 15:00,55,34,45
4/29/2016 16:00,54,35.1,49
4/29/2016 17:00,52,35.1,53
4/29/2016 18:00,52,36,54
4/29/2016 19:00,46.9,39.9,77
4/30/2016 20:00,48,36,63
4/30/2016 21:00,48.9,36,61
4/30/2016 22:00,46,39.9,79
4/30/2016 23:00,45,37,74
4/30/2016 0:00,46.9,36,66
4/30/2016 1:00,48,39,71
4/30/2016 2:00,48,37.9,68
4/30/2016 3:00,46.9,36,66
4/30/2016 4:00,46.9,37,68
4/30/2016 5:00,46.9,37,68
4/30/2016 6:00,48,37,66
4/30/2016 7:00,48.9,37.9,66
4/30/2016 8:00,51.1,37,59
4/30/2016 9:00,53.1,35.1,50
4/30/2016 10:00,55.9,37,49
4/30/2016 11:00,60.1,36,41
4/30/2016 12:00,62.1,36,38
4/30/2016 13:00,62.1,37.9,41
4/30/2016 14:00,62.1,33.1,34
4/30/2016 15:00,64,30,28
4/30/2016 16:00,61,32,34
4/30/2016 17:00,57,32,39
4/30/2016 18:00,55,30.9,40
4/30/2016 19:00,53.1,33.1,47
5/1/2016 20:00,52,35.1,53
5/1/2016 21:00,51.1,36,56
5/1/2016 22:00,50,37,61
5/1/2016 23:00,50,36,59
5/1/2016 0:00,50,32,50
5/1/2016 1:00,50,37,61
5/1/2016 2:00,50,33.1,52
5/1/2016 3:00,50,32,50
5/1/2016 4:00,50,34,54
5/1/2016 5:00,50,36,59
5/1/2016 6:00,50,37,61
5/1/2016 7:00,48.9,36,61
5/1/2016 8:00,48,41,77
5/1/2016 9:00,46.9,43,86
5/1/2016 10:48,48.2,42.8,82
5/1/2016 10:00,48,44.1,86
5/1/2016 11:16,48,42.1,80
5/1/2016 11:23,48,43,83
5/1/2016 11:00,46.9,43,86
5/1/2016 11:59,46.9,43,86
5/1/2016 12:00,46.9,43,86
5/1/2016 13:25,46.9,42.1,83
5/1/2016 13:00,48,43,83
5/1/2016 14:04,48,43,83
5/1/2016 14:00,48,42.1,80
5/1/2016 15:00,48.9,41,74
5/1/2016 16:00,48,43,83
5/1/2016 16:59,48,43,83
5/1/2016 17:49,48.2,44.6,87
5/1/2016 17:00,48,45,89
5/1/2016 18:09,48,45,89
5/1/2016 18:21,48,46,93
5/1/2016 18:35,48,45,89
5/1/2016 18:00,46.9,45,93
5/1/2016 19:15,46.9,45,93
5/1/2016 19:29,46.9,45,93
5/1/2016 19:39,46.9,45,93
5/1/2016 19:47,46.4,44.6,93
5/1/2016 19:00,46.9,44.1,90
5/2/2016 20:00,45,42.1,90
5/2/2016 21:00,45,42.1,90
5/2/2016 22:00,45,42.1,90
5/2/2016 23:00,46,44.1,93
5/2/2016 0:00,46,43,89
5/2/2016 1:00,45,43,93
5/2/2016 2:00,45,43,93
5/2/2016 3:03,45,43,93
5/2/2016 3:14,45,42.1,90
5/2/2016 3:24,45,43,93
5/2/2016 3:00,45,43,93
5/2/2016 4:11,46,43,89
5/2/2016 4:18,46,43,89
5/2/2016 4:00,46,43,89
5/2/2016 5:00,46,43,89
5/2/2016 6:11,46,43,89
5/2/2016 6:00,46,43,89
5/2/2016 7:00,46.9,44.1,90
5/2/2016 8:23,48,45,89
5/2/2016 8:00,48,45,89
5/2/2016 8:57,48,45,89
5/2/2016 9:08,48.9,45,86
5/2/2016 9:00,48.9,45,86
5/2/2016 10:21,50,46.9,89
5/2/2016 10:29,50,46.9,89
5/2/2016 10:37,51.1,46.9,86
5/2/2016 10:00,52,46.9,83
5/2/2016 11:11,51.1,46,83
5/2/2016 11:18,52,46.9,83
5/2/2016 11:00,52,46.9,83
5/2/2016 12:00,53.1,48,83
5/2/2016 13:00,55,48,77
5/2/2016 14:36,57,48,72
5/2/2016 14:00,55.9,48,75
5/2/2016 15:36,57,48.9,74
5/2/2016 15:00,57,48.9,74
5/2/2016 16:16,59,48.9,69
5/2/2016 16:00,57.9,48.9,72
5/2/2016 17:00,59,50,72
5/2/2016 18:08,59,50,72
5/2/2016 18:37,59,51.1,75
5/2/2016 18:00,59,51.1,75
5/2/2016 19:00,57.9,51.1,78
5/3/2016 20:00,55.9,51.1,84
5/3/2016 21:00,57,51.1,81
5/3/2016 22:00,57,51.1,81
5/3/2016 23:00,57,52,83
5/3/2016 0:00,55,53.1,93
5/3/2016 1:18,55,53.1,93
5/3/2016 1:27,55,53.1,93
5/3/2016 1:38,54,52,93
5/3/2016 1:00,53.1,52,96
5/3/2016 1:54,53.1,52,96
5/3/2016 2:11,54,52,93
5/3/2016 2:24,54,52,93
5/3/2016 2:34,53.1,52,96
5/3/2016 2:44,53.1,51.1,93
5/3/2016 2:00,53.1,51.1,93
5/3/2016 2:58,53.1,51.1,93
5/3/2016 3:12,53.1,51.1,93
5/3/2016 3:32,53.1,52,96
5/3/2016 3:00,53.1,51.1,93
5/3/2016 4:23,53.1,51.1,93
5/3/2016 4:32,53.1,51.1,93
5/3/2016 4:00,53.1,51.1,93
5/3/2016 5:19,52,51.1,97
5/3/2016 5:00,52,50,93
5/3/2016 6:05,51.1,50,96
5/3/2016 6:21,51.1,50,96
5/3/2016 6:26,51.1,50,96
5/3/2016 6:35,51.1,50,96
5/3/2016 6:00,52,50,93
5/3/2016 7:37,52,50,93
5/3/2016 7:00,52,50,93
5/3/2016 8:00,52,50,93
5/3/2016 9:00,52,48.9,89
5/3/2016 10:06,52,48.9,89
5/3/2016 10:13,52,50,93
5/3/2016 10:00,51.1,48.9,92
5/3/2016 11:10,52,48.9,89
5/3/2016 11:48,51.8,50,94
5/3/2016 11:00,52,50,93
5/3/2016 12:00,52,48.9,89
5/3/2016 13:00,51.1,48,89
5/3/2016 14:00,52,48.9,89
5/3/2016 15:26,53.1,48,83
5/3/2016 15:00,53.1,48.9,86
5/3/2016 16:00,54,48,80
5/3/2016 17:00,54,48,80
5/3/2016 18:04,54,48,80
5/3/2016 18:00,53.1,48.9,86
5/3/2016 19:34,53.1,50,89
5/3/2016 19:47,51.8,48.2,88
5/3/2016 19:00,52,48.9,89
5/3/2016 19:59,52,48.9,89
5/4/2016 20:43,52,48.9,89
5/4/2016 20:00,52,48.9,89
5/4/2016 20:58,52,48.9,89
5/4/2016 21:15,53.1,48.9,86
5/4/2016 21:00,52,48.9,89
5/4/2016 22:00,52,48.9,89
5/4/2016 23:00,52,48.9,89
5/4/2016 0:00,51.1,48,89
5/4/2016 1:26,51.1,48,89
5/4/2016 1:00,51.1,48,89
5/4/2016 2:08,50,48,93
5/4/2016 2:00,50,46.9,89
5/4/2016 3:00,50,46.9,89
5/4/2016 4:13,50,46,86
5/4/2016 4:48,50,44.6,82
5/4/2016 4:00,50,45,83
5/4/2016 4:58,50,43,77
5/4/2016 5:00,50,44.1,80
5/4/2016 6:42,48.9,44.1,83
5/4/2016 6:00,48.9,45,86
5/4/2016 7:37,48.9,45,86
5/4/2016 7:00,50,45,83
5/4/2016 8:00,51.1,44.1,77
5/4/2016 9:00,51.1,43,74
5/4/2016 10:00,51.1,43,74
5/4/2016 11:12,50,44.1,80
5/4/2016 11:00,50,45,83
5/4/2016 12:00,50,44.1,80
5/4/2016 13:00,50,44.1,80
5/4/2016 14:00,48.9,44.1,83
5/4/2016 15:37,50,43,77
5/4/2016 15:00,51.1,43,74
5/4/2016 16:41,50,45,83
5/4/2016 16:00,50,45,83
5/4/2016 16:58,50,45,83
5/4/2016 17:38,50,46,86
5/4/2016 17:48,50,44.6,82
5/4/2016 17:00,50,46,86
5/4/2016 18:18,50,46,86
5/4/2016 18:00,50,46.9,89
5/4/2016 19:48,50,46.4,87
5/4/2016 19:00,50,46,86
5/5/2016 20:00,50,44.1,80
5/5/2016 21:00,50,42.1,74
5/5/2016 22:00,48.9,41,74
5/5/2016 23:00,48.9,41,74
5/5/2016 0:00,48.9,41,74
5/5/2016 1:00,48,41,77
5/5/2016 2:00,48,42.1,80
5/5/2016 3:16,48,42.1,80
5/5/2016 3:00,46.9,42.1,83
5/5/2016 4:13,46.9,42.1,83
5/5/2016 4:42,46.9,43,86
5/5/2016 4:00,46.9,43,86
5/5/2016 5:35,46.9,42.1,83
5/5/2016 5:42,46.9,42.1,83
5/5/2016 5:00,46.9,41,80
5/5/2016 6:00,46.9,43,86
5/5/2016 7:00,48,41,77
5/5/2016 8:26,48,41,77
5/5/2016 8:00,48,42.1,80
5/5/2016 9:00,50,42.1,74
5/5/2016 10:00,51.1,41,68
5/5/2016 11:00,52,41,66
5/5/2016 12:00,54,42.1,64
5/5/2016 13:00,54,42.1,64
5/5/2016 14:31,55.9,42.1,60
5/5/2016 14:00,57,42.1,57
5/5/2016 15:00,55.9,42.1,60
5/5/2016 16:00,55.9,42.1,60
5/5/2016 17:00,55.9,42.1,60
5/5/2016 18:00,55.9,42.1,60
5/5/2016 19:20,55,42.1,62
5/5/2016 19:00,55,43,64
5/6/2016 20:00,54,43,66
5/6/2016 21:18,54,43,66
5/6/2016 21:33,54,43,66
5/6/2016 21:00,54,43,66
5/6/2016 22:00,54,43,66
5/6/2016 23:00,53.1,43,69
5/6/2016 0:00,52,43,71
5/6/2016 1:00,52,42.1,69
5/6/2016 2:00,50,43,77
5/6/2016 3:25,50,44.1,80
5/6/2016 3:00,48.9,45,86
5/6/2016 4:00,48,45,89
5/6/2016 5:26,48.9,45,86
5/6/2016 5:00,48,45,89
5/6/2016 6:35,48,45,89
5/6/2016 6:42,48,45,89
5/6/2016 6:00,48,45,89
5/6/2016 7:49,48.2,44.6,87
5/6/2016 7:00,48,45,89
5/6/2016 8:09,48,45,89
5/6/2016 8:11,48,45,89
5/6/2016 8:39,48,45,89
5/6/2016 8:00,48,45,89
5/6/2016 9:10,48.9,45,86
5/6/2016 9:48,48.2,44.6,87
5/6/2016 9:00,48.9,46,90
5/6/2016 9:57,48.9,45,86
5/6/2016 10:05,48,45,89
5/6/2016 10:11,48,45,89
5/6/2016 10:18,48,45,89
5/6/2016 10:29,48,45,89
5/6/2016 10:39,48,45,89
5/6/2016 10:00,48.9,45,86
5/6/2016 11:01,48,45,89
5/6/2016 11:10,48.9,46,90
5/6/2016 11:14,48.9,46,90
5/6/2016 11:43,48.9,45,86
5/6/2016 11:00,48.9,45,86
5/6/2016 12:38,48.9,46,90
5/6/2016 12:00,50,46,86
5/6/2016 13:07,50,46,86
5/6/2016 13:21,50,46.9,89
5/6/2016 13:00,51.1,48,89
5/6/2016 14:41,52,48,86
5/6/2016 14:00,52,46.9,83
5/6/2016 15:00,53.1,48,83
5/6/2016 16:00,53.1,46.9,80
5/6/2016 17:00,53.1,48,83
5/6/2016 18:02,52,48,86
5/6/2016 18:00,52,46.9,83
5/6/2016 19:00,51.1,46.9,86
5/7/2016 20:00,50,46.9,89
5/7/2016 21:00,50,46,86
5/7/2016 22:00,50,46,86
5/7/2016 23:00,50,46,86
5/7/2016 0:37,50,46,86
5/7/2016 0:00,50,46.9,89
5/7/2016 1:00,50,46.9,89
5/7/2016 2:16,48.9,46.9,93
5/7/2016 2:46,48.2,46.4,93
5/7/2016 2:00,48.9,46.9,93
5/7/2016 3:06,48.9,46,90
5/7/2016 3:18,48.9,46.9,93
5/7/2016 3:43,48.9,46,90
5/7/2016 3:00,48.9,46,90
5/7/2016 4:00,48.9,46,90
5/7/2016 4:21,48.9,46,90
5/7/2016 4:00,48.9,46,90
5/7/2016 5:00,48,46,93
5/7/2016 6:00,48.9,46,90
5/7/2016 7:00,48.9,46.9,93
5/7/2016 8:03,50,46.9,89
5/7/2016 8:16,50,46.9,89
5/7/2016 8:00,50,46.9,89
5/7/2016 9:00,51.1,46.9,86
5/7/2016 10:00,52,46,80
5/7/2016 11:30,53.1,46.9,80
5/7/2016 11:00,54,48,80
5/7/2016 12:00,55.9,48,75
5/7/2016 13:00,55,46.9,74
5/7/2016 14:00,57,46.9,69
5/7/2016 15:00,57,46.9,69
5/7/2016 15:00,57,46.9,69
5/7/2016 16:36,57,46.9,69
5/7/2016 16:00,57,48,72
5/7/2016 17:00,57.9,46.9,67
5/7/2016 18:39,59,48,67
5/7/2016 18:00,57.9,48,70
5/7/2016 19:23,57,48,72
5/7/2016 19:34,57,48,72
5/7/2016 19:00,55.9,48,75
5/8/2016 20:24,55,46.9,74
5/8/2016 20:00,54,46.9,77
5/8/2016 21:00,52,46.9,83
5/8/2016 22:00,52,46.9,83
5/8/2016 23:06,52,46.9,83
5/8/2016 23:14,52,46.9,83
5/8/2016 23:00,51.1,46,83
5/8/2016 0:00,51.1,46,83
5/8/2016 1:00,52,46,80
5/8/2016 2:00,50,46,86
5/8/2016 3:00,50,46,86
5/8/2016 4:00,50,46,86
5/8/2016 5:00,51.1,46.9,86
5/8/2016 6:00,52,46.9,83
5/8/2016 7:17,50,46.9,89
5/8/2016 7:23,50,46.9,89
5/8/2016 7:38,50,46.9,89
5/8/2016 7:00,50,46.9,89
5/8/2016 8:29,51.1,48.9,92
5/8/2016 8:40,52,48.9,89
5/8/2016 8:00,52,48.9,89
5/8/2016 8:58,52,48.9,89
5/8/2016 9:35,52,48.9,89
5/8/2016 9:00,53.1,50,89
5/8/2016 10:34,55,51.1,86
5/8/2016 10:00,55,50,83
5/8/2016 11:22,57.9,51.1,78
5/8/2016 11:43,59,52,78
5/8/2016 11:00,61,52,72
5/8/2016 12:10,62.1,51.1,67
5/8/2016 12:00,63,42.1,46
5/8/2016 13:00,64.9,35.1,33
5/8/2016 14:00,64,28,26
5/8/2016 15:00,64,28,26
5/8/2016 16:00,64,25,23
5/8/2016 17:00,64,25,23
5/8/2016 18:00,63,26.1,25
5/8/2016 19:00,61,28,29
5/9/2016 20:00,59,28,31
5/9/2016 21:00,57,30,36
5/9/2016 22:00,57.9,28.9,33
5/9/2016 23:00,57,30.9,37
5/9/2016 0:00,55,30.9,40
5/9/2016 1:00,54,30.9,41
5/9/2016 2:00,54,30.9,41
5/9/2016 3:00,52,32,47
5/9/2016 4:00,54,32,43
5/9/2016 5:00,55,32,42
5/9/2016 6:00,55,33.1,43
5/9/2016 7:00,55.9,36,47
5/9/2016 8:00,57.9,33.1,39
5/9/2016 9:00,62.1,35.1,37
5/9/2016 10:00,66.9,35.1,31
5/9/2016 11:00,70,35.1,28
5/9/2016 12:00,71.1,34,26
5/9/2016 13:00,71.1,34,26
5/9/2016 14:00,72,36,27
5/9/2016 15:00,71.1,36,28
5/9/2016 16:00,71.1,35.1,27
5/9/2016 17:00,70,37.9,31
5/9/2016 18:00,68,37.9,33
5/9/2016 19:00,66,39.9,38
5/10/2016 20:00,64.9,39,39
5/10/2016 21:00,64,39.9,41
5/10/2016 22:00,62.1,37,39
5/10/2016 23:00,59,28.9,32
5/10/2016 0:00,55.9,28,34
5/10/2016 1:00,54,26.1,34
5/10/2016 2:00,53.1,23,31
5/10/2016 3:00,51.1,23,33
5/10/2016 4:00,51.1,21.9,32
5/10/2016 5:00,51.1,24.1,35
5/10/2016 6:00,51.1,25,36
5/10/2016 7:00,53.1,25,34
5/10/2016 8:00,55,27,34
5/10/2016 9:00,57,27,32
5/10/2016 10:00,59,21.9,24
5/10/2016 11:00,61,24.1,24
5/10/2016 12:00,62.1,28,28
5/10/2016 13:00,62.1,30,30
5/10/2016 14:00,59,30,33
5/10/2016 15:00,59,30.9,35
5/10/2016 16:00,60.1,28,30
5/10/2016 17:00,60.1,30.9,33
5/10/2016 18:00,59,35.1,41
5/10/2016 19:00,57.9,37.9,47
5/11/2016 20:00,57.9,39.9,51
5/11/2016 21:00,57,43,59
5/11/2016 22:00,57,43,59
5/11/2016 23:00,55.9,43,62
5/11/2016 0:00,55,43,64
5/11/2016 1:00,53.1,43,69
5/11/2016 2:00,52,43,71
5/11/2016 3:00,52,42.1,69
5/11/2016 4:00,51.1,42.1,71
5/11/2016 5:00,50,42.1,74
5/11/2016 6:00,53.1,41,64
5/11/2016 7:00,57.9,39,49
5/11/2016 8:00,62.1,37.9,41
5/11/2016 9:00,64,37,37
5/11/2016 10:00,66.9,35.1,31
5/11/2016 11:00,72,34,25
5/11/2016 12:00,73.9,32,21
5/11/2016 13:00,73.9,32,21
5/11/2016 14:00,73.9,32,21
5/11/2016 15:00,73.9,35.1,24
5/11/2016 16:00,73.9,37,26
5/11/2016 17:00,72,39,30
5/11/2016 18:00,71.1,36,28
5/11/2016 19:00,68,37,32
5/12/2016 20:00,68,44.1,42
5/12/2016 21:00,66.9,46,47
5/12/2016 22:00,64.9,45,48
5/12/2016 23:00,64,45,50
5/12/2016 0:00,63,45,52
5/12/2016 1:00,61,46,58
5/12/2016 2:00,62.1,45,53
5/12/2016 3:00,59,46.9,64
5/12/2016 4:00,59,46,62
5/12/2016 5:00,57,46,67
5/12/2016 6:00,57.9,46.9,67
5/12/2016 7:00,63,39,41
5/12/2016 8:00,64.9,30.9,28
5/12/2016 9:00,66.9,33.1,28
5/12/2016 10:00,69.1,33.1,26
5/12/2016 11:00,73.9,37,26
5/12/2016 12:00,77,35.1,22
5/12/2016 13:00,79,35.1,20
5/12/2016 16:00,73.9,39,28
5/12/2016 17:00,73.9,39,28
5/12/2016 18:00,72,39,30
5/12/2016 19:00,66,39.9,38
5/13/2016 20:00,61.2,47.8,62
5/13/2016 21:00,59.4,50,71
5/13/2016 22:00,59,50.4,73
5/13/2016 23:00,58.5,50.2,74
5/13/2016 0:59,57.9,48.9,72
5/13/2016 2:00,57.2,50,77
5/13/2016 2:28,57.9,50,75
5/13/2016 2:30,57.9,50,75
5/13/2016 2:57,57.9,48.9,72
5/13/2016 3:59,57.9,51.1,78
5/13/2016 4:59,57.9,52,81
5/13/2016 5:50,59,53.1,81
5/13/2016 6:58,60.1,53.1,78
5/13/2016 7:53,62.8,54.3,74
5/13/2016 8:53,63.5,56.7,78
5/13/2016 9:52,64.9,57,75
5/13/2016 10:52,63.1,56.5,79
5/13/2016 11:57,63.7,56.5,77
5/13/2016 12:52,63.3,56.7,79
5/13/2016 13:54,63.3,56.1,77
5/13/2016 14:54,61.9,57.4,85
5/13/2016 15:54,61,58.8,93
5/13/2016 16:54,61,59.2,94
5/13/2016 17:54,61.5,60.6,97
5/13/2016 19:54,63.5,62.6,97
5/14/2016 20:54,63,62.4,98
5/14/2016 21:54,62.6,61.9,97
5/14/2016 0:52,59.9,59.9,100
5/14/2016 1:52,59,59,100
5/14/2016 2:58,57.2,57.2,100
5/14/2016 3:55,57,56.3,97
5/14/2016 4:55,56.3,55.2,96
5/14/2016 5:55,59,51.8,77
5/14/2016 6:55,60.8,55.4,82
5/14/2016 7:55,64.4,54.1,69
5/14/2016 8:55,65.5,53.6,65
5/14/2016 9:55,69.8,50,49
5/14/2016 13:54,71.6,50,46
5/14/2016 14:54,68,53.6,60
5/14/2016 15:54,66.2,55.4,68
5/14/2016 16:54,69.8,53.6,56
5/14/2016 17:54,69.8,42.8,38
5/14/2016 18:54,64.4,51.8,64
5/14/2016 19:54,62.6,46.4,55
5/15/2016 20:54,60.8,53.6,77
5/15/2016 21:54,60.8,53.6,77
5/15/2016 0:54,59,46.4,63
5/15/2016 1:54,55.4,41,58
5/15/2016 2:58,53.6,37.4,54
5/15/2016 3:54,51.8,35.6,54
5/15/2016 4:54,50,33.8,54
5/15/2016 6:54,50.4,34.3,54
5/15/2016 7:54,52,35.6,54
5/15/2016 8:55,54,35.1,49
5/15/2016 9:55,54.9,34.7,47
5/15/2016 10:55,57.2,34.3,42
5/15/2016 11:55,54,36.7,52
5/15/2016 12:55,53.2,35.4,51
5/15/2016 13:55,55.4,33.8,44
5/15/2016 14:54,55.4,28.4,36
5/15/2016 15:54,55.4,30.2,38
5/15/2016 16:54,55.4,32,41
5/15/2016 17:54,53.6,32,44
5/15/2016 18:54,53.6,32,44
5/15/2016 19:54,50,33.8,54
5/16/2016 20:54,50,32,50
5/16/2016 21:54,48.2,32,54
5/16/2016 22:54,46.4,32,57
5/16/2016 23:54,46.4,32,57
5/16/2016 0:56,46.4,30.2,53
5/16/2016 1:58,44.6,26.6,49
5/16/2016 2:59,44.6,26.6,49
5/16/2016 3:54,42.8,26.6,53
5/16/2016 4:54,42.8,26.6,53
5/16/2016 5:54,42.8,26.6,53
5/16/2016 6:54,46.4,26.6,46
5/16/2016 7:54,46.4,26.6,46
5/16/2016 8:54,48.2,26.6,43
5/16/2016 9:55,48.2,26.6,43
5/16/2016 10:52,51.8,23,33
5/16/2016 11:53,55.4,23,29
5/16/2016 12:55,59,24.8,27
5/16/2016 13:52,60.8,24.8,25
5/16/2016 14:55,62.6,26.6,26
5/16/2016 15:53,64.4,24.8,22
5/16/2016 16:55,66.2,24.8,21
5/16/2016 17:55,66.2,24.8,21
5/16/2016 18:00,64.9,28,25
5/16/2016 18:56,64.4,26.6,24
5/16/2016 19:00,64,28.9,27
5/17/2016 20:00,62.1,30,30
5/17/2016 20:55,60.8,28.4,29
5/17/2016 21:00,61,32,34
5/17/2016 22:00,60.1,33.1,36
5/17/2016 23:00,61,32,34
5/17/2016 0:00,57.9,33.1,39
5/17/2016 1:00,57,33.1,40
5/17/2016 2:00,55.4,35.6,47
5/17/2016 3:00,55.4,33.8,44
5/17/2016 4:00,55.4,33.8,44
5/17/2016 5:00,55.4,35.6,47
5/17/2016 6:00,55.4,35.6,47
5/17/2016 7:52,57.2,39.2,51
5/17/2016 8:52,59,39.2,48
5/17/2016 9:52,60.8,39.2,45
5/17/2016 10:52,62.6,39.2,42
5/17/2016 11:52,60.8,41,48
5/17/2016 12:52,64.4,39.2,40
5/17/2016 13:52,64.4,35.6,34
5/17/2016 14:54,62.6,33.8,34
5/17/2016 15:00,60.1,45,57
5/17/2016 15:52,60.8,42.8,52
5/17/2016 16:00,60.1,46,60
5/17/2016 17:00,57.9,46,65
5/17/2016 18:00,57.9,48,70
5/17/2016 19:00,55.9,46,69
5/18/2016 20:00,55.9,46,69
5/18/2016 21:55,55.4,48.2,77
5/18/2016 22:55,55.4,48.2,77
5/18/2016 23:55,55.4,48.2,77
5/18/2016 0:55,51.8,48.2,88
5/18/2016 1:55,53.6,48.2,82
5/18/2016 2:55,51.8,48.2,88
5/18/2016 3:00,51.8,46.4,82
5/18/2016 4:53,53.6,41,62
5/18/2016 5:52,53.6,37.4,54
5/18/2016 6:53,53.6,37.4,54
5/18/2016 7:53,55.4,37.4,51
5/18/2016 8:53,57.2,37.4,48
5/18/2016 9:53,59,35.6,42
5/18/2016 10:53,60.8,35.6,39
5/18/2016 11:53,62.6,33.8,34
5/18/2016 12:53,64.4,33.8,32
5/18/2016 13:53,68,33.8,28
5/18/2016 14:54,66.2,35.6,32
5/18/2016 15:53,64.4,35.6,34
5/18/2016 16:54,62.6,37.4,39
5/18/2016 17:54,59,37.4,45
5/18/2016 18:00,57.9,37.9,47
5/18/2016 19:00,57.9,39,49
5/19/2016 20:00,57,37.9,49
5/19/2016 21:00,57,39.9,53
5/19/2016 22:00,55,45,69
5/19/2016 23:00,55,43,64
5/19/2016 0:00,55,42.1,62
5/19/2016 1:00,55,39.9,57
5/19/2016 2:00,55,41,59
5/19/2016 3:00,55,41,59
5/19/2016 4:00,55,39,55
5/19/2016 5:00,55,41,59
5/19/2016 6:00,57,42.1,57
5/19/2016 7:00,57.9,43,58
5/19/2016 8:00,60.1,43,53
5/19/2016 9:00,62.1,42.1,48
5/19/2016 10:00,66,41,40
5/19/2016 11:00,66.9,37.9,34
5/19/2016 12:00,71.1,39,31
5/19/2016 13:00,69.1,39,33
5/19/2016 14:00,68,43,40
5/19/2016 15:00,64.9,45,48
5/19/2016 16:00,64,42.1,45
5/19/2016 17:00,63,41,45
5/19/2016 18:00,63,39.9,43
